Score,Summary,Text
5,A great quick meal,"We have been trying to make our food choices a little better lately, buying mostly organic and natural foods, and leaning toward less processed foods. While this is technically a processed food, the ingredients list is completely  identifiable. We bought about 100 lbs of grass-fed beef from a local farmer and this is a great way to cook that up fast and delicious. My husband loved it and asked if I can make it more often. Much tastier than the mostly-chemicals mac-n-cheese and other skillet prepared mixes."
4,Good buy,My junk-food loving husband had a hard time when we switched to all organic food. He (and the kids) were happy when I found these boxes that really do taste just like hamburger helper. I use them with organic ground turkey and then hadd hamburger seasoning to get that hamburger flavor. We get them delivered regularly through Amazons subscribe and save program.
4,Easy dinner,"We love the national brand but don't like the MSG in it.  So, we were very excited to try this.  It tastes very good and we were happy to find it.  It takes a couple of minutes longer to thicken than the national brand, but we won't buy the other one again!"
4,Organic Reinvented............,"Organic has grown into a household name, in recent years. I've seen a rise in healthier alternatives to favorite staples. Annie's has got the formula for mixing healthy choices, with the much loved food products. This is no rabbit meal. Delight in cheesy flavor. No cardboard taste. Perfect for the picky food kids.<br />Great for fast family meals, without the bad stuff!It looks like pasta, and won't crumble."
4,"Actually, Really Good","I was a little skeptical about ordering 6 boxes of this at once, but I'd been wanting to try a healthier version of this dish and none of my local health food stores carry this variety.  I took a chance and ordered it and it was surprisingly very good! Combined with the Subscribe and Save, the price is pretty good too."
5,tastes great,"This tastes absolutely delicious. If my kid had things his way, he'd eat this at least 3 times a week."
5,Better than MSG laced Hamburger Helper.,"There is nothing bad to be said about this product. If you cook it correctly it tastes great. I have eaten plenty of boxes of this stuff. If you mix in organic beef, turkey or chicken with this you are really doing your body a favor. People in this world are too hooked on the garbage ingredients laced into numerous foods products and all the GMOs we eat, enough said. Sorry to say but you are what you eat. Eat healthy and eat organic. Not to mention but there are no GMOs in this stuff."
3,Edible with a spoon,This is very watery and not very cheesy.  Hamburger helper taste much better.  I even add a nice size chunk of velveeta but it's still watery and not very tasty.  Stick with hamburger helper.
5,Caffe d'vita,I love all the caffe d'vita products. I would really love more sugar free choices.<br />But love access to these tasty treats anyway. You'll see I also enjoy the sugar<br />free choices so have ordered them all at some time or other.
5,Delicious Mix,This white chocolate cappuccino mix is scrumptious--a wonderful way to start my day--makes me feel like the day is truly off to a wonderful start!
4,I Liked It,"When I opened this I noticed two things right away:<br /><br />1. It is very, very thin. (Which is a plus for me.)<br /><br />2. It does not contain gooey caramel.<br /><br />So, what did I think? I liked it. This is something I would buy again as a snack. It's basically like white chocolate, except caramel flavored, a lot softer, and way thinner. To enjoy it you put it on your tongue and let it melt. A good treat for when you have a sweet craving, but you don't want to overindulge."
5,Delicious,These bars are a mix of white chocolate and caramel flavoring.  Be warned - there is no gooey caramel in them.  They are very delicious and really do melt in your mouth.
2,not what I expected,"I never had this candy bar before. I thought it was gonna be a hunk of caramel but its a caramel flavored chocolate bar.  I didnt really like it, but I read lots of good reviews about it. I should have read the description of what it was before I bought it LOL. Live and learn."
5,Sub for a meal,"It's great that the biscuits may substitute for a meal.  I need<br />to keep the Cairn's (Jack, 2 years old) food under control<br />because he looooves food.  Both the Westie (Mojo) and the<br />Cairn enjoy the biscuits (which we call ""doggie cookie bones"").<br />It's nice that I can give them a substantial treat and a decent<br />meal simultaneously."
1,Never again...,"Wow.  What a mistake this was!  Hard as rocks and when I shared a couple of samples with friends, they immediately raced to a trash can to spit them out.  Some were okay, some were disgusting.  We ended up dumping the rest in the trash.  Lesson learned..."
5,"Great taste, and killer price","I love the tea, and I love the price.  It brews darker than Republic's <a href=""http://www.amazon.com/gp/product/B0024SCJHS"">The Republic of Tea, Double Red Rooibos, 36-Count</a> offering, and the taste is as intense. I've also tried Teavana's spice rooibos blend, and like it as well.  But the tea I got from Davidson's is just as flavorful AND 1/3rd the price! it ships in a VERY nice container, that was a bit dinged up from shipping. I will continue to order this replacing Teavana and Republic's Tea's"
5,Genuine Tea,"This is genuine tea, no extra flavours, or herbs. I have yet to try other brands, but if you're going for the pure taste and raw aroma of roiboos, I recommend this one.."
5,Rooibos tea,This tea is wonderful!  I thank elanaspantry.com for helping me to find it.  It has a mild flavor and I love the fact that it's fresh and organic!  I will definately be ordering more.  Thank you much!  :)
3,Unique,"This tea is very fresh and is not too fine that it will wash into your cup with normal infusers. This tea's taste is very unique as to the flavor, it tastes like a fermented cucumber mixed with a mild black tea? It's so hard to explain. It's not particularly to my favor. I still have nearly 4 cups left of it on my burner. I tried it with soy milk (lactose intolerant) after trying it plain; I can't quite create a cup to my liking (I will keep trying). The single pack tea bags that came with my purchase from the Davidson's Tea vendor were unexpected and delicious, thus the tea price with the combined fedex shipping was well worth it for the fantastic trial pieces that I plan to purchase in the future."
5,Favorite seasoning,"This seasoning is, by far, my family's and friends' favorite. Great flavor everytime! Easy to use and you can adjust how much seasoning you want to use."
5,Very good spice kit,"This kit is very good especially at the price.  This was my first time making Venison jerky, and this kit fits the meat perfectly.  Mix in 1 cup of Jack Daniels for each pound to add a little more flavor."
5,too expensive but delicious.,"These are some of the best tasting sausages in the world. Low fat, lots of herbs. Savor them slowly because they are so pricey!<br />Not to put on cheap hot dog buns. The best is on a french baguette of course!"
5,Caffiene Free!,"I love this product, but I live in the wilds of Arizona, and it's not available locally.  I was surprised when i found it on Amazon, but relieved, nothing gets me up in the morning faster than chocolate!"
5,Great,My dogs love these bones.  I bought all sizes.  My jack russel loves the big ones and the small ones.  My 60 pound mutt loves the big ones. They are great.  They are able to digest them and able to enjoy the bones.  I bought so many of them.  Petsmart for some reason discontinued them I was so upset.  I was so happy to see them on Amazon for a great price. I highly recommend them.
4,Doesn't last long for agressive chewers,I don't like all the controversy surrounding rawhide bones and don't want take the risk of my Lab getting a blockage so I exclusively give him Booda bones which are safe. My lab is an aggressive chewer and considering this is edible it makes him that much more excited as he LOVES food. He enjoys these bones but devours them in less than 20 minutes. I usually give it to him for a few minutes until he eats half of it and then I take it away to save for next time. This obviously would get very expensive so he has his non-edible Nylabones most of the time and these are special treats.
5,Great for dogs with stomach problems,"My dog gets sick eating a lot of dog treats (even Milkbones), but has always done well with all the Booda bones.  She really loves them & they're good for getting rid of the tartar on her teeth.  I highly recommend these."
5,R dog luvs these,Our Siberian Husky is overweight and on a diet.  She also is great at building placque and tartar on her teeth - baad breath! She has a touchy stomach on top of it all.  Tried these bones in all flavors and she loves them.  They help with her teeth and breath.  She gets one bone for her lunch (she's a 3 meals a day gal).  Her other meals are now canned green beans with either yogurt (plain) or low fat cottage cheese.  She has lost about 11 lbs and is doing great!  No more throwing up her food!
5,Goodbye Rawhides! Hello Peace of Mind - & Dogs Love 'em!,"Love these! Well, because...we have 3 dogs (2 were unplanned children ;-) & our 60-LB German Shepherd AND our 40-LB we-have-no-clue-what-she-is dog have both choked on various shapes & sizes of rawhides. The Shepherd choked so badly that, this time, it wouldn't come up. She couldn't cough & started to literally choke to death. I actually straddled her back, attempting the only thing I  knew how to do - the human Heimlich Maneuver! Like where exactly is a dog's sternum, anyway? Well, I tried anyway and thank God it finally did dislodge & we got it out! Was it the Heimlich? I don't know. Probably not. I mean, she still won't tell me... After all, I guess it was very traumatic for her.<br /><br />But in all seriousness, what I do know, is that was the last time any of my dogs have had any kind of regular rawhide bones! Which, I really wanted to let everyone know of my personal experiences; I believe anybody who is at all concerned about giving their dogs rawhides and/or experiencing a similar problem is on the right track to avoid them.<br /><br />Our small part Chihuawa/part something else, first 2 times in-a-row, threw up repeatedly w/rawhide pieces and w/foam. He was VERY sick the 3rd time, so we definitely stopped that! The ONLY kind I did finally take a chance with were granulated rawhide munchy sticks, & they're all fine w/these; though I'm still nervous about them choking on a piece, but neither of them have had any problems with Boodas so far, & they don't swell up in their throats like regular rawhides.<br /><br />So, now... It's Booda Bones!<br /><br />Yes, they are a bit on the pricey side, especially for my 2 larger aggressive chewers. I agree with some other reviewers that they are not very long-lasting. But it's all I'll give them now. But, for my half Chihuahua/half something else(20lbs), I give him the smallest ones and they are like mega-saurus bones for him(it is my hope that the manufacturer will start selling these in bulk packages, for less $). I get 3 different sizes for my 3 different whatever-they-are-dogs. They absolutely love them! This includes the assorted flavors, the bacon-flavored, and the yogurt-flavored. Whichever is cheaper at the time and shipped by Amazon.<br /><br />And I owe a big thank you to Brian Amazon, all of you for all of your reviews, Booda Bones, and Amazon!<br /><br />** Confession: This was originally a comment I posted to a reviewer by the name of ""Brian Amazon"" a long time ago. I have been buying Bones from Amazon, and, only Booda Bones, ever since. They are so great that I've been wanting to write a review, & now finally have the chance to (I have, however, resorted to copying and pasting much of my original [brief... LOL] comment, with some editing)."
5,"Booda Bone Dog Treats, 9 Pack",My dog loves Booda Bones.  They are a bit pricy so I only give him a couple a week as a special treat.  I'll continue buying them from Amazon for the best price.
5,Very Healthy!,We have a dog with a liver shunt - so she can't have a lot of protein / can't digest protein.  Booda Bones are the BEST treat for her (and our other dog loves them as well!).  The only 'downside' whatsoever is that they're a tad expensive - but they're worth it!
4,More of a treat then something to keep your dog busy.,"Let me start by saying our dogs love these. As soon as they see the bag they stop whatever they're doing and run to their crates (where we typically give these to them). However, for our dogs these are definitely more of a treat then an activity. I have one dog who is an aggressive chewer who finishes these in under five minutes. He doesn't chew them as much as bite of chunks of it. My other dog isn't quite as strong of a chewer but it usually takes her just around fifteen minutes to eat the whole thing (this review is specific to the Biggest Boodas). So for my dogs this is less of a chewing experience and more of a treat. And when the eat them this quickly, they do get expensive quick."
3,Dog is not a fan,"My dog loves the chicken, steak, and peanut butter booda bones, but he's not as fond of the spearmint/peppermint variety.  My dog will eat it if offered, but my dad's dog who I often sit for will not even touch these.  I wouldn't recommend for a dog who prefers meat."
5,My dogs have rated Booda Bones 5 Stars!,"I have three King Charles Cavalier Spaniels and they are picky, picky eaters even when it comes to Treats.  They love the peanut flavored Booda Bones and have one every day.  They insisted I write this review on Amazon so their opinions could be known.  They're pushy that way..."
2,NOT long lasting,"I was very disappointed by the product.  They are NOT long lasting as I was lead to believe.  I was going to buy Chewlotta's which take my dog about 2 hrs to go through 1, but I thought it was too pricey at $3 a pop.  My dog could eat this whole bag in less than 2 hours.  He does enjoy them though."
4,"Dog really likes, but they go fast.","I have an 11 pound Couton De Tulear.  Small sharp teeth.<br /><br />Dog loves them.<br /><br />These don't last long.  From a value standpoint, I prefer ""Checkups,"" when Costco has them in stock."
5,love that these are yogurt flavor!  my dog loves booda bones!,I have no problem w/my dog eating these.  He loves these booda bones. I had never seen the yogurt ones; he loves them.
5,Dog Treat,"Our dog, a Siberian Husky, just loves Booda Bones.<br />We give her one for lunch most everyday and she<br />pesters us till we give it to her."
5,Chloe loves them!,"Our Boston Terrier loves these bones - we give them to her as a treat or to keep her busy when we have company.  For a 16 lbs. dog she's a mighty chewer and these last her a couple of hours, with breaks to investigate if she's missing anything!  We'll buy more of these!"
5,My dog goes crazy for these!,"My chihuahua loves these, especially the peanut butter, chicken, and bacon varities. They have become increasingly hard to find at pet stores so I was happy to find them on amazon. I like that they are safer than rawhide bones and easy to digest and she really seems to enjoy them more than other bones I've bought for her. I tried a few other brands when I stopped being able to find the booda bones at pet stores and she would not even eat some of them. You can't go wrong with these, they are reasonibly priced, safe, help reduce tartar, and dogs seem to love them."
5,my dog loves these,My 3 year old miniature schnauzer loves these bones. I'm really glad that they started making them wheat-free because he has food allergies.
4,Awesome bones,My dogs beg for these treats every night after dinner.  I always make sure I have plenty of supply at hand.
5,"great prices, fast delivery!",My dog is addicted to these and they're actually fully digestible and don't hurt anything. I've purchased them from everywhere on the planet and will buy from here from now on!
1,My dogs do not like the flavor,Regular flavor Budda Bones are great for my dogs but they apparently do not care for the minty flavor on these.
5,Dog loves them,The dog really loved these bones and it seemed to freshen her breath.  It was a good treat for a dog with tummy troubles.
5,Booda bones,My dog really enjoys the Booda bones.  I was very pleased with the price I received and also the fact that they arrived  earlier than expected.
5,YUM YUM,OUR BEAGLE JUST  LOVES THIS PRODUCT<br />SHE TAKES ONE WITH HER WHEREVER SHE GOES<br />ESPECIALLY LIKES O CHEW WHILE IN THE CAR
5,YUMMMMM!!!!,We have three darling Shitzus.  All of them adore Booda Bones and look forward to this wonderful treat.  Thank you Amazon!!
5,THE BEST!,"I have a dog who until we adopted her never had oral care,so her teeth were in bad shape. We brush her teeth every 3 weeks and give her 1 booda bone weekly . Not only are her teeth cleaner but some of the staining has gone away. Our vet told us that these are the best thing for her because they digest easily and do not contain plastics."
5,great,"These are great, but my dog likes to augment them with other types of bones"
1,disappointed,"These took FOREVER to ship and when they did arrive they were not as durable as advertized.  Was looking for a bone to keep our dogs busy, these were more like a snack."
5,Way to great chicken!,"I was pleasantly surprised with this blend of seasonings.  It is great for chicken and all other types of poultry.  I especially like it for roasted chicken and oven fried chicken.  I really like the no-salt feature, because it allows me to control my own salt content and flavor.  With this blend, a little goes a long way, so don't over-apply it.  Start with a light application and build it up a little at a time to suit your own taste.  It is also very economical, and is actually much cheaper than those small bottles you get in most grocery stores.  Another feature I liked was getting a fresh batch with your order.  The company advertises that they mix a fresh batch for your order, and I believe they do.  The aroma of the spices when you receive your order indicates that they are fresh.  Makes a big difference in their use.<br /><br />  Trapper Tom<br />  Mahnomen, MN"
5,NO SALT,Wonderful spices to add to your chicken or soup recipes. The 'no salt' label caught my eye. It smells and taste great.
5,Jumbo peanuts were GREAT!,"These were fresh shelled peanuts with no signs of mildew or damage at all. Fresh, white JUMBO nuts that roasted up fresh.<br /><br />How to oven roast:<br />Wet the peanuts and drain well.<br />Spread out on flat sheet or pizza pan.<br />Salt to taste.<br />Roast in 250 degree oven for 45-60 minutes or until just right.<br /><br />The freshest nuts in the world!"
5,Peanut Brittle nuts,I have purchased Aunt Ruby's and Bertle County raw peanuts in the past.  These are as good or even better.  Very pleased.  Peanut Brittle with these is fabulous.  Nuts are quite large.
5,worth every penny,i can't get raw peanuts in west tennessee where i live i was born and raised in georgia where you can buy these anywhere reminded me of my childhood they arived on time and the product was exactly as discribed i would order again in the future
5,Great buy!,"When I ordered these peanuts I had no idea they were going to be so big! The nuts are larger than I have found in years and are very tasty in my peanut brittle. Shipping was great, they arrived well packed and fresh. I would highly recommend this product to anyone who uses raw peanuts."
4,Shell Peanuts - Royal Oak Gourmet,These are bigger than normal peanuts and the taste good. It does not have the taste of Spanish peanuts but have a good taste. I like Spanish peanuts but the price is on the higher side than this product
4,Raw Peanuts,I have just received it. It has large size but is not real fresh. Have not open the bag yet.
4,Big size peanuts.,The peanuts are big in size and arrived on time . We like it since it comes with the skin on.<br />We make it salted at home. Enjoy it very much.
1,Poor service,"I would agree with the other poor ratings for Royal Oak - very poor customer service from Royal Oak. We ordered, this year, the exact same product as last year. When it arrived, the nuts were not the same product, and they would not refund shipping or pay shipping for the return. Also, they only operate the few weeks that peanuts are 'in season.' Otherwise, emails and phone calls are not even acknowledged."
5,First time jitters no more!! Truly Beautiful!!!,"I got this for a good friend's birthday, this being my first online Plant purchase naturally I was petrified that something could go wrong......possibly that the plant would not survive it's long journey intact! But thankfully it was received just in time and in pristine condition looking just like it did in the picture on the site. Living, breathing, lovely......Great gift!!! I will surely do this again!!!"
5,Beautiful and arrived very healthy!,"I am very satisfied with this product. I was a little wary buying a plant online, but its not available at any local nurseries. It arrived very well wrapped. I watered it a few times a week and within several months it blossomed into a giant plant! In the spring, it bloomed a beautiful white lily. Unfortunately, I had to move the plant into a larger pot and some gnats decided to make the soil their new home. I had to move it outside, but its still going strong!"
5,Peace Lilys Perform,"The Peace Lily is one of the nicest gifts you can give a person. It sends a powerful message of peace and love to another: colleague, sibling, parents, rivals...anyone to whom you might want to send a wish.<br /><br />The Peace Lily is a hardy, easy-to-keep plant that does well indoors or outdoors, so it is a welcome addition to any environment."
1,Smoked Mackerel to be avoided,"Mackerel is an oily fish, making it a healthy choice. Sadly this was not. Delivery was prompt and well packed, vacuum sealed plus ice packs in a well insulated box, but the product itself was very poor. The fish was so dry that it was akin to eating sand. Maybe the vacuum packing process does this or maybe it was just old product, although the best by date was still a year away. No repeat order from me!"
5,Positively scrumptious!,"These wafers are wonderfully light and taste just like Nutella. They're the perfect size for snacking, and incredibly addictive. :)"
5,Excellent!  Fresh and so soooo tasty!,"These dainty cookies crunch out mountains of chocolatey hazelnut flavor.  Each one is a new discovery of deliciousness.  The hazelnut is very prominent, not covered up by the chocolate at all.  Oh they're so good.  You will love them!"
1,Chunks of shell in every bite,"While this soup tasted pretty good, I just can't get over all the chunks of shell in almost every bite.  It really made this an unpleasant experience to eat. I don't know if this is normal for this product or if this was just a bad batch, but I was picking bits of shell out of my mouth with almost every bite.  Not a fun experience."
5,AWESoME FRESH TASTING LOBSTER SOUP.  Just Heat an Serve.,"No doubt about it this is just the right combination of Lobster, scampi, prawns with a hint of Dry white wine & a dash of brandy finish this soup to perfection.<br />Ingredients<br />Water, Lobster (4%), Cod (3.5%), Scampi (2.5%), Concentrated Tomato Paste, Modified Cornflour, White Wine, Prawns (1.5%), Skimmed Milk Powder, Butterfat, Double Cream, Salt, Yeast Extract, Sugar, Shrimp Powder, Fish Powder, Vegetable Oil, Vegetable Extracts, Stabiliser (Polyphosphates), Brandy, Concentrated Lemon Juice, Spices, Herb and Spice Extracts with celery.<br />*No Artificial Colours<br />*No Artificial Flavours<br />*No Artificial Preservatives<br /><br />Information<br />Gluten Free<br />Contains: MILK, FISH, SHELLFISH, CELERY."
2,Very Disappointed.,"While I have been pleased with Baxter's soups for years, I will not buy Baxter's Lobster Bisque.<br /><br />The flavor is bland and I have yet to find a piece of lobster in the soup.<br /><br />Further, the soup is available at Publix Supermarkets in Florida for less than the price it is offered here."
5,Great Gum,"Xylitol is much better for you than any of the chemically sweetened mainstream gums that use things like Aspartame. Research studies have proven Xylitol is effective at preventing tooth decay, different experimenters used different amounts of Xylitol. As the previous reviewer mentioned, some researchers claim that there is a threshold which must be met for the results to be significant, and this is debatable. What isn't debatable is the fact that this gum is not harmful for the body unlike artificial sweeteners.<br /><br />""In another study (with Xylitol), researchers had mothers chew xylitol gum when their children were 3 months old until they were 2 years old. The researchers found the children of the mothers in the xylitol group had ""a 70% reduction in cavities (dmf)"" when they reached 5 years of age.[15] Recent research[16] confirms a plaque-reducing effect and suggests the compound, having some chemical properties similar to sucrose, attracts and then ""starves"" harmful micro-organisms, allowing the mouth to remineralize damaged teeth with less interruption. (However, this same effect also interferes with yeast micro-organisms and others, so xylitol is inappropriate for making yeast-based bread, for instance.) This is because cariogenic bacteria prefer fermentable six carbon sugars, or disacharrides such as sucrose, as opposed to the nonfermentable xylitol, whose antimicrobial properties then ""starve"" the bacteria, reducing their growth and reproduction."""
1,Lacking in taste,"I bought this due to the lack of Xylitol gum on the shelves anymore (thanks aspartame monopoly), but the taste is just not there.  It is really chalky and what flavor is there does not last long.  I will be looking for an alternative."
5,Yummy,This green tea gum is delicious.  I keep it in my knapsack as a healthy treat for the kids.  Highly recommended.
2,Loses flavor too quickly; not really worth the higher price,"My dentist recommended Spry, so I thought I'd give it a chance. It's pricier than most of the sugarfree gums I frequent, but it came recommended by an oral expert, so I figured it would be worth a try.<br /><br />NOT WORTH IT.<br /><br />Literally, after less than 4 minutes, the flavor is completely gone, and the gum itself reverts to a stale, slightly metallic, tough-to-chew state of existence. I'm not sure how much teeth cleaning the Xylitol in the gum itself is doing because it seems to lose flavor so fast. Correct me if I'm wrong, but xylitol is a sweetener, so if the sweetness of the gum is lost after a good (or bad?) 3 minutes, then there really wasn't that much Xylitol to begin with?<br /><br />Also, further research showed that you actually need more xylitol than the amount in the gum itself before it proves to be beneficial.<br /><br />Given how much xylitol is in the Spry gum, it's neither good nor bad to be chewing Spry, and what tips that balance towards ""No Thanks"" is the fact that it is not worth its value.<br /><br />Also (this is USEFUL), I've tried the Spearmint, Citrus & Green Tea, and out of the three, the Green Tea tastes the weirdest. It's almost matcha-like in flavor, but there's something off, like it's almost like someone took the descriptions of what Green Tea tasted like without actually ever tasting it, and then tried to re-create the flavor in the gum. It's very artificial tasting, with the barest of hints of Green Tea.<br /><br />This is USEFUL information for those who want to chew gum to freshen their breath, or prolong the feeling of minty goodness in their mouth for more than just a couple of minutes!"
5,Why hasn't anyone thought of this before???,"This cinnamon has a rich warm flavor that will remind you of a Vietnamese cinnamon, it is not your typical Ceylon. Forget about how easy it is to tuck in a purse or briefcase. Forget how it will enhance every single cup of restaurant coffee or bland white rice.  Studies have come out touting cinnamon's ability to stabilize blood sugar, so I gave a tin to a diabetic friend. She claimed that after a teaspoon a day, within a week she noticed a difference. How amazing that something so delightfully flavorful might (for some) have a health benefit!  I sprinkle it in lentil soup, meatloaf, spaghetti sauce, on toast, and in anything chocolate. Any 'foodie' would love this elegant little tin."
5,perfecto,"These tiny packets are perfect! Now to find these with cinnamon and ""sugar"". That would be perfect for travel. These are perfect for travel and a great size for adding to oatmeal, cream of wheat, coffee, tea, ice cream, pies.... Don't forget about those of you, whom like myself, don't do a lot of baking but still like to have the basic ingredients around. This is perfect especially since they are premeasured, portioned 1 teaspoon packets. Once I run out of the 3 pack, which equals 36 1 teaspoon packets, I'm sure I will buy some more."
5,Best Cinnamon!!!,This Cinnamon is purely the best! The taste is great and the 1tsp packets are great for taking anywhere on the go.
3,convenient,"the pros: convenient to carry and use small amount sealed package<br />cons: the""true"" cinnamon taste is similar to other commercial cinnamons for my taste buds"
5,gourmet on the go,"Sweet fresh flavor and easy packaging. One teaspoon is more cinnamon than necessary as the packet will garnish several hot beverages. It is a pack of 3 tins, but a single tin with 12 packets makes a respectable token gift.<br /><br />If buying for oneself and especially for home use, the sticks available at the grocery are more practical. They use less packaging and cost less. They can be found in a small plastic bag usually with a Hispanic market label (at least in Texas). Recognize this product by its layers within the stick."
1,dry beans,"I did not like this coffee at all.  The beans were dry and tasted terrible, kind of like saw dust.  I was hopefull that each new bag I opened would be better, but to my dissapointment, they were all horrible.  I would not recommend this coffee to anyone!"
3,Very interesting product....,"Presumably, this flavor is created mainly for children.  So, with that in mind, this flavor tastes very good to them.  However, here's the clincher.  Don't get near them while they are chewing the stuff.  I don't know what they use to flavor this gum, but it gives people the absolute WORST breath you've ever smelled!  Something reminicent of a pig farm, if you know what I mean!  Really, it smells nothing like watermelon on their breath - it smells like you are actually downwind of your local farmer's pig pen.  Honestly, it's really that bad.  Strangest experience I've had for awhile with food.  Anyway, the kids love the taste and actually, it's really pretty good.  Just don't pop one of these in your mouth before you're going out for the evening.  People will wonder what you've been eating!"
5,excellent food for large breeds with joint problems,My 10 year old saint bernard is moving around like he did when he was a puppy!  I see a very notable difference in him since he started eating the Breeders choice active care foods!  I couldn't be more pleased!
5,My dog loves this food... and the food loves her!,"We have a Vizsla and struggled to find a food that #1 she liked and #2 that didn't give her the runs (sorry - gross, I know).  This was the first food that met both requirements.  Given that her breed is prone to hip problems, the extra glucosamine helps to keep her joints healthy.  The food is pricy, the packaging isn't flashy and the name may not be well known - but this food is working for us."
5,We have a new dog,Our 12 year old dalmatian is acting like a dog of 8; so says her vet. Classy was slowing down and having trouble moving around. A friend recommended Active Care to us and we've seen a real change after 6 weeks.
4,retriever's recommendation,"our 3 retrievers are 9,8 and 3 years young and we're working hard to keep them healthy and not go bankrupt.  We were using another joint supplement that works great but costing $$$$.  We decided to use this food in the am and pinnacle's chicken and oatmeal for the pm meal.  High quality food that won't kill my budget.  The dogs love the taste, their coats are shiny, joints are moving well and yard clean up is minimal."
1,"Another error, Wake up!","Here's another 4.4lb bag of dog food that does not represent the normal ""regular"" price. At that standard per pound price, you could be buying the juiciest prime filet mignon and get to watch man's best friend become even a better best friend! Wake up Amazon!"
5,Ideal diet for a Rhodesian Ridgeback,"This is the only food our 12 year old Rhodesian Ridgeback has ever eaten (plus a single square of Kraft American cheese daily as a treat and a few chicken breast treats.)  Kramer is in great health and people are always amazed at how fit and strong he is.  That he still has all his teeth is surely attributable to the Active Care hard kibble diet and the near absolute lack of any signs of arthritis must be one of the benefits of the ""healthy joint formula.""  Both Kramer and I cannot recommend Active Care highly enough."
4,new mobility for your dog,"My 11 year old St Bernard has some arthritis, and was having a lot of difficulty standing up and using stairs.  After just one bag of Active Care dog food, there is a noticeable difference in his comfort level!! He moves with much greater ease!  And, after several bags, he has not gotten tired of the food, he still is eager for dinner! Terrific product!"
5,The absolute best gluten free cookie ever!,"I got a free sample chocolate chip cookie from the company's website as I wasn't sure about ordering a package without trying one first, but I shouldn't have worried.  These cookies are amazing!  Really, they will leave you saying Wow!  They are thick, moist, and chewy, which is not easy to find in a gluten free cookie.  They're also very generously sized, so one is more than enough to satisfy a sweet craving.  I think they're probably better than most ""regular"" cookies I've had!  I'll definitely be ordering some!"
5,"I think these are delicious little, ready to eat fish!","Mackeral is one of the best fish you can eat for the Omega 3's (DHA & EPA) along with sardines and salmon.  These mackeral are packed skin and bone free....no worry about picking little bones out before you eat!  They are a delicious mild fish.  They are packed in soybean oil which I DO NOT like but it's a minute amount so I ignore that my preference of Extra Virgin Olive Oil is not used.  If EVVO can be used in the cans of boneless and skinless sardines.....why can't it be used with these??  Anyway...these are absolutely scrumtious.  The cans are tiny so I consider them one serving and they are expensive but the price on Amazon is terrific.  They are like sardines but without that ""fishy"" after taste.  I love sardines too so they are both a wonderful complete protein.  I sometimes eat them as the protein in my meal or sometines as an afternoon treat...right out of the can.  I guess if you don't like sardines you should try one can locally before buying the 25 pack from Amazon.  I will be buying these again and stock up when the great Roland sale returns!"
3,not the healthiest mackerel?,"I purchased a can of Roland mackerel in soy oil at my local grocery store, and found within delicious small (like large sardines) fish. On that basis I ordered this item from Amazon. The fish in these cans is much larger: each can contains just part of single fish. The flavor is fine but my concern is that these are king mackerel, which are less healthy for your diet than other species (as you can check yourself with an Internet search). There is less omega-3 and, probably more importantly, likely to be more of the man-made pollutants that accumulate in larger fish. Of course the real solution is that we stop polluting the oceans so badly! But until that happens, I will prefer to eat smaller fish."
5,Simply Good Eats,Just ate my first tin and oooh boy! These little fish are delicious. Just the right amount of salt and in soybean oil. Wonderful way to stave off hunger...BEWARE Not for those who don't like fishy treat ;-)
5,Best Mackerel,"This mackerel is very good and tasty, and inexpensive. It is right up there with sardines as very healthy fish. If you can find them, cans like this cost around $2.50 to $3.00 a can. Just drain the oil and enjoy."
5,Roland Canned Mackerel,"This stuff is great.  I used to eat this when I was a very poor college student.  Between the canned mackerel and alot of walking I lost 30 pounds.  Now I am alot older and still love it.  My husband and I work out in our woods.  This is a convenient, easy, healthy and delicious food to take with us.  It is also an easy go-to food when I am too lazy to prepare something.  I bought a case of it and will be buying another soon."
4,mackeral dackeral,i ordered a different brand that i had tried before but amazon said they would put me on a waiting list. i waited for a month or so and then ordered the roland brand.<br />in the process i learned that mackeral are seasonal. seems the best mackeral is only available in the spring when the omega3 oils are more than double as they are in the fall. the taste is very satisfactory but i'm still wondering if these mackeral are from the spring catch with lots of omega 3 or another time of year when they have less omega 3 because it doesnt list on the tin when they were caught.
5,Very tasty!,I ordered this product and was not disappointed.  The Mackerel is very tasty and is wonderful on bread or crackers.  Highly recommended if you like mackerel.
5,"Bargain price, tastes great!","Can't get this at my grocery anymore, and it was close to $4 a tin anyway.  Love this stuff.  So much better than tuna.  Great for work."
5,Roland Mackerel fillets,Roland Mackerel Fillets is a very good fish.  I got it from Amazon.com because this product was alot cheaper here than the store.  When we run out I will buy somemore. Also I love the free shipment...
5,Very Good,Very tasty. I usually buy the mackerel in Olvie Oil but this is just as good. It doesn't have nearly the amount of oil that the ones packed in Olive Oil do. Very good price.
5,"tasty, firm fish","This has got to be my favorite canned fish.  Firm, mild tasting, meaty.  One can will satisfy me."
