Term,LoanStatusCode,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperScore,ListingCategory (numeric),OccupationCode,EmploymentCode,EmploymentStatusDuration,IsBorrowerHomeownerCode,CurrentlyInGroupCode,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeLevel,StatedMonthlyIncome,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,LoanOriginationDate,LoanQuarter,LoanYear,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors
36,3,0.16717,0.16,0.155,,,,,,0,56,8,114,1,0,740,759,31721,11,5,25,4,363,3,8,1,876,5,0,0,8131,0.92,598,16,0.93,0,0.4,3,3500,,,,,,,,,2290,11,82,14559,22000,39204,2,2007,773.45,4625.7,2945.38,1680.32,-52.51,0,19054.63,19054.62,0,1,0,0,0,188
36,2,0.24614,0.2085,0.1985,0.18316,0.0925,0.09066,3,3,1,9,1,103,1,0,680,699,38440,10,10,24,7,353,2,6,0,0,0,0,0,11675,0.54,6305,20,0.95,1,0.27,5,7083.333333,,,,,,,,,0,,6,102244,15000,41535,3,2013,563.97,2811.2815,1563.22,1248.0615,-60.27,0,0,0,0,1,0,0,0,1
36,3,0.18173,0.1599,0.1499,0.1473,0.0595,0.0878,5,8,7,0,1,214,1,0,640,659,34527,9,8,29,7,119,0,7,1,25,12,1,0,2337,0.63,692,23,0.79,1,0.07,4,5250,,,,,,,,,802,10,33,50548,6500,40723,2,2011,228.49,1142.45,726.09,416.36,-26.04,0,5773.91,5773.91,0,1,0,0,0,106
60,0,0.16499,0.1419,0.1319,0.126,0.0424,0.0836,5,7,1,34,1,22,1,0,740,759,34001,8,8,22,7,374,2,3,0,0,0,0,0,10510,0.3,23630,18,1,2,0.19,4,5166.666667,,,,,,,,,0,,11,88783,25000,41383,2,2013,584.17,25646.31,25000,646.31,-45.54,0,0,0,0,1,0,0,0,1
36,2,0.11563,0.0879,0.0779,0.07582,0.0224,0.05342,6,9,1,30,1,8,1,0,680,699,38684,8,8,14,6,302,0,1,0,0,0,0,0,8586,0.72,3063,13,1,1,0.14,4,4166.666667,,,,,,,,,0,,2,125030,8554,41646,1,2014,271.18,271.18,207.32,63.86,-7.27,0,0,0,0,1,0,0,0,142
36,2,0.15375,0.1254,0.1154,0.115,0.038,0.077,6,9,3,34,1,52,1,0,780,799,34956,7,7,13,6,65,0,3,0,0,0,1,0,168,0.05,3032,12,0.91,1,0.12,5,7500,,,,,,,,,0,,27,57891,25000,40899,4,2011,836.82,21757.32,17080.92,4676.4,-372.91,0,0,0,0,1,0,0,0,466
60,3,0.35838,0.3304,0.3204,0.3057,0.147,0.1587,2,6,10,14,1,57,0,0,680,699,38246,5,5,11,4,178,0,1,0,0,0,0,0,15325,0.84,2705,10,1,1,0.26,3,2666.666667,,,,,,,,,615,7,23,63049,4000,41002,2,2012,136.98,258.96,38.09,220.87,-2.08,0,3961.91,3961.91,0,1,0,0,0,70
36,4,0.15833,0.1299,0.1199,0.1148,0.0399,0.0749,6,5,1,0,8,392,1,0,780,799,34001,9,8,17,7,70,1,7,0,0,0,0,0,1565,0.04,31037,17,0.76,0,,3,3333.333333,1,11,11,0,0,10000,7699.01,-35,7,,14,80462,10000,41277,1,2013,336.89,4379.57,3128.96,1250.61,-95,-57.27,0,0,0,1,0,0,0,122
60,2,0.16499,0.1419,0.1319,0.126,0.0424,0.0836,5,9,1,1,1,244,1,0,800,819,35461,16,14,31,12,463,0,3,0,0,0,0,0,24257,0.42,29211,29,1,0,0.24,2,8333.333333,,,,,,,,,0,,8,96249,35000,41479,3,2013,817.84,5724.88,2901.7,2823.18,-198.95,0,0,0,0,1,0,0,0,497
36,2,0.20626,0.1695,0.1595,0.14963,0.0649,0.08473,4,5,13,4,1,0,0,0,660,679,34822,5,5,29,4,112,2,8,0,0,12,1,0,2681,0.91,88,25,0.69,1,0.22,3,3750,,,,,,,,,0,,4,110119,10000,41585,4,2013,356.28,1068.84,650.95,417.89,-24.66,0,0,0,0,1,0,0,0,115
36,0,0.26914,0.25,0.245,,,,,,0,1,3,,0,1,500,519,33738,,,28,1,20,2,8,16,,4,0,,,,,,,,0.48,6,3166.666667,,,,,,,,,0,,89,4318,1000,39021,4,2006,39.76,1431.16,1000,431.16,-8.62,0,0,0,0,1,0,0,0,12
36,0,0.09678,0.0899,0.0849,,,,,,0,10,2,36,0,0,720,739,35614,9,4,37,3,376,4,5,0,0,0,0,0,46031,0.61,15964,33,1,0,0.15,4,5833.333333,,,,,,,,,0,,81,16143,5000,39252,2,2007,158.98,5057.47,5000,57.47,-3.2,0,0,0,0,1,0,0,0,144
36,2,0.19144,0.155,0.145,0.13705,0.0549,0.08215,5,6,1,2,1,341,1,0,700,719,31868,12,12,31,7,621,2,4,0,0,0,0,0,23566,0.82,4839,26,0.96,1,0.37,4,5833.333333,,,,,,,,,0,,5,104471,12000,41551,4,2013,418.93,2089.5541,1358.71,730.8441,-47.47,0,0,0,0,1,0,0,0,1
36,3,0.15211,0.145,0.135,,,,,,0,11,8,0,0,0,680,699,35492,6,6,9,4,147,1,1,1,0,0,0,0,2146,0.64,1174,8,0.88,1,0.27,3,3500,,,,,,,,,1810,25,81,16374,3500,39259,2,2007,120.47,2409.4,1753.89,655.51,-45.21,0,1746.11,1746.11,0,1,0,0,0,45
36,3,0.17359,0.1449,0.1349,0.1326,0.0565,0.0761,5,8,1,1,1,5,0,0,720,739,34711,6,6,9,5,59,2,6,0,0,0,1,0,10078,0.31,21684,7,1,1,0.13,5,7083.333333,,,,,,,,,281,18,23,63035,14000,41001,2,2012,481.83,6248.79,4331.95,1916.84,-130.62,0,9668.05,9668.05,0,1,0,0,0,17
36,3,0.15713,0.15,0.14,,,,,,0,0,2,8,0,1,680,699,37111,17,16,19,15,932,0,8,0,0,0,0,0,33207,0.71,12980,18,1,0,0.41,4,4166.666667,1,15,15,0,0,3000,1924.59,40,1847,19,75,23705,9000,39433,4,2007,311.99,4055.87,2791.87,1264,-84.26,0,6208.13,6208.13,0,1,0,0,0,154
36,0,0.11425,0.1073,0.1073,,,,,,0,0,2,69,1,0,800,819,34633,9,6,22,3,25,4,11,0,0,1,2,0,10,0,8290,22,0.95,0,0.19,5,7250,,,,,,,,,0,,76,21896,8000,39409,4,2007,260.89,8141.35,8000,141.35,0,0,0,0,0,1,0,0,0,106
60,2,0.19245,0.1685,0.1585,0.14814,0.0699,0.07824,4,8,1,10,1,316,1,0,680,699,28430,18,18,39,16,2328,0,2,0,0,0,0,0,96045,0.85,15830,39,1,0,0.38,2,9583.333333,,,,,,,,,0,,1,132701,15000,41690,1,2014,371.58,0,0,0,0,0,0,0,0,1,0,0,0,1
60,2,0.18197,0.1585,0.1485,0.14008,0.0574,0.08268,5,5,1,17,1,84,1,0,700,719,36092,10,10,22,8,554,0,1,0,0,0,0,0,22674,0.88,2563,19,1,0,0.27,3,3583.333333,,,,,,,,,0,,5,108032,10000,41576,4,2013,242.38,965.1775,448.44,516.7375,-32.88,0,0,0,0,1,0,0,0,1
36,2,0.2129,0.176,0.166,0.15519,0.0699,0.08529,4,7,1,16,5,0,0,0,660,679,33938,6,6,11,5,180,0,0,0,0,8,1,0,4501,0.96,159,10,0.8,0,0.24,3,2315,,,,,,,,,0,,5,104890,4000,41551,4,2013,143.81,717.1212,440.1,277.0212,-15.85,0,0,0,0,1,0,0,0,1
36,4,0.23847,0.201,0.191,0.1762,0.0925,0.0837,3,4,1,41,1,98,0,0,660,679,26838,7,6,26,6,137,0,1,1,0,0,0,0,6385,0.79,1595,17,0.94,1,0.21,4,5458.333333,,,,,,,,,5,,3,119157,15000,41613,4,2013,558.22,1116.44,609.46,506.98,-25.22,0,0,0,0,1,0,0,0,15
36,0,0.16881,0.119,0.099,0.0637,0.035,0.0637,6,9,7,5,2,40,1,0,740,759,32773,6,6,15,4,261,0,3,0,0,0,0,0,7598,0.54,6402,15,1,0,0.13,3,2210,,,,,,,,,0,,40,45687,1100,40512,4,2010,36.48,1122.94,1100,22.94,-2.1,0,0,0,0,1,0,0,0,37
36,0,0.21223,0.19,0.18,,,,,,6,43,2,1,0,0,600,619,39421,3,3,3,2,10,0,2,0,0,0,0,0,204,0.25,596,3,1,1,0.15,3,2250,,,,,,,,,0,,68,34934,4900,39660,3,2008,154.43,6476.14,4899.97,1576.17,-82.97,0,0,0,0,1,0,0,0,152
36,2,0.24758,0.2099,0.1999,0.1852,0.0849,0.1003,4,7,2,0,1,61,1,0,720,739,36092,12,11,26,11,215,0,0,3,127058,40,0,0,1440,0.23,3459,25,0.88,0,0.16,4,5489.083333,,,,,,,,,0,,16,77598,15000,41227,4,2012,565.05,8475.75,5138.92,3336.83,-158.97,0,0,0,0,1,0,0,0,343
36,3,0.35643,0.3199,0.3099,0.2917,0.183,0.1087,1,5,7,0,5,29,0,0,640,659,32338,2,2,32,2,55,3,3,0,0,36,1,0,273,0.44,347,24,0.6,2,0.1,3,2308.333333,,,,,,,,,966,7,35,48571,4000,40651,2,2011,174.2,348.4,136.43,211.97,-6.63,0,3863.57,3863.57,0,1,0,0,0,52
60,2,0.10878,0.0869,0.0769,0.0751,0.0199,0.0552,7,10,1,1,1,84,1,0,740,759,36020,18,14,47,11,1293,0,4,0,0,0,0,0,35366,0.68,16234,46,1,0,0.36,2,15166.66667,3,50,50,0,0,35800,12310.49,39,0,,12,85872,12600,41340,1,2013,259.66,2856.26,1914.23,942.03,-108.39,0,0,0,0,1,0,0,0,198
36,0,0.19348,0.1715,0.1615,0.0928,0.065,0.0928,4,9,1,0,2,4,0,1,660,679,38231,14,14,14,8,244,0,2,0,0,0,0,0,8752,0.88,870,14,0.92,0,0.24,1,2000,,,,,,,,,0,,51,39842,1750,40157,4,2009,62.52,2249.48,1749.99,499.49,-29.12,0,0,0,0,1,0,0,0,99
36,0,0.09343,0.09,0.08,0.074,0.006,0.074,7,10,1,0,2,68,1,0,740,759,31503,11,9,27,8,934,0,2,0,0,0,0,0,58076,0.65,10384,21,1,1,0.13,4,5000,,,,,,,,,0,,49,40850,2809,40225,1,2010,89.33,3214.7,2809,405.7,-45.11,0,0,0,0,1,0,0,0,126
36,2,0.14206,0.1139,0.1039,0.09989,0.0349,0.06499,6,10,1,65,1,92,0,0,700,719,30783,10,9,30,8,1968,0,1,0,0,0,0,0,72499,0.82,15101,30,1,0,0.12,2,25000,,,,,,,,,0,,3,120048,25000,41618,4,2013,823.09,1638.3786,1168.12,470.2586,-41.97,0,0,0,0,1,0,0,0,1
36,3,0.27194,0.2489,0.2389,,,,,,1,8,2,13,0,0,520,539,39338,3,3,3,3,47,2,8,0,0,0,0,0,1333,1.02,15,3,1,1,0.05,1,1333.333333,,,,,,,,,999,37,66,36655,1000,39706,3,2008,39.7,1270.4,849.67,420.73,-16.9,0,150.33,150.33,0,1,0,0,0,36
36,2,0.25259,0.2148,0.2048,0.2,0.089,0.111,4,7,3,29,1,56,1,0,720,739,35803,9,7,34,6,224,2,11,0,0,1,0,0,10038,0.64,5562,33,0.91,0,0.14,4,4166.666667,,,,,,,,,0,,21,67224,3500,41064,2,2012,132.73,2787.33,1767.57,1019.76,-47.48,0,0,0,0,1,0,0,0,33
60,2,0.15016,0.1274,0.1174,0.1121,0.0424,0.0697,5,7,13,3,1,94,0,0,700,719,39787,11,10,16,9,328,3,4,0,0,0,0,0,7150,0.29,15045,16,1,1,0.13,5,7833.333333,,,,,,,,,0,,2,127895,6000,41661,1,2014,135.72,135.72,70.8,64.92,-5.1,0,0,0,0,1,0,0,0,1
36,3,0.28574,0.2625,0.2525,0.1463,0.1,0.1463,3,7,7,32,2,143,1,0,680,699,36134,11,11,39,8,361,0,3,1,131,0,0,0,10353,0.87,1202,29,0.87,0,0.19,5,7083.333333,1,34,30,4,0,8000,48.73,-12,599,30,46,42563,4000,40317,2,2010,161.7,4052.5,2471.78,1580.72,-60.21,0,1528.22,1528.22,0,1,0,0,0,118
36,0,0.22135,0.199,0.189,0.1196,0.065,0.1196,4,9,1,58,6,22,0,0,660,679,38233,6,6,9,6,138,0,1,0,0,0,0,0,4450,0.73,1536,9,1,0,0.11,3,2083.333333,,,,,,,,,0,,44,43752,2500,40389,3,2010,92.78,2981.81,2499.99,481.82,-24.19,0,0,0,0,1,0,0,0,78
60,2,0.24764,0.2226,0.2126,0.1986,0.0724,0.1262,4,5,13,0,5,51,1,0,660,679,32034,10,9,26,5,162,0,2,0,0,4,1,0,4053,0.34,5139,21,0.72,2,0.37,3,2291.666667,1,9,9,0,0,3500,1297.41,-1,0,,13,84702,7500,41310,1,2013,208.25,2499,921.94,1577.06,-70.84,0,0,0,0,1,0,0,0,108
36,0,0.13705,0.13,0.12,,,,,,0,58,6,1,0,0,700,719,37162,10,8,20,9,197,2,12,0,0,0,0,0,7106,0.14,41394,13,1,1,0.87,1,650,,,,,,,,,0,,75,22237,5000,39422,4,2007,168.47,5993.57,4999.96,993.61,-76.43,0,0,0,0,1,0,0,0,129
36,0,0.22742,0.1902,0.1802,0.176,0.065,0.111,4,3,2,1,1,186,1,0,700,719,33756,8,8,30,4,141,1,5,0,0,0,0,0,6048,1,0,28,0.89,1,0.23,4,4675,3,50,50,0,0,25500,2345.22,-46,0,,20,70525,4200,41106,3,2012,154,5226.97,4200,1026.97,-54,0,0,0,0,1,0,0,0,44
36,0,0.2878,0.2492,0.2392,0.219,0.1125,0.1065,3,7,3,22,1,1,0,0,660,679,36931,14,9,45,7,111,3,13,1,0,8,0,0,205,0.01,11616,35,0.94,0,0.14,3,4000,,,,,,,,,0,,17,77222,4500,41212,4,2012,178.73,5448.44,4500,948.44,-38.05,0,0,0,0,1,0,0,0,12
60,2,0.21566,0.1914,0.1814,0.1702,0.0649,0.1053,4,3,1,12,1,143,0,0,700,719,32386,11,10,16,8,198,2,6,0,0,0,0,0,5733,0.56,2610,16,0.93,2,0.31,3,2083.333333,1,23,13,10,0,1000,0.93,183,0,,11,87529,9000,41365,2,2013,234.16,2575.76,1081.84,1493.92,-78.07,0,0,0,0,1,0,0,0,4
36,0,0.08182,0.075,0.07,,,,,,0,31,2,154,1,0,780,799,34394,21,16,43,15,465,0,0,0,0,0,0,0,19739,0.25,57561,43,1,0,0.17,3,3333.333333,,,,,,,,,0,,80,16797,3800,39273,3,2007,118.2,3824.21,3800,24.21,-1.61,0,0,0,0,1,0,0,0,136
36,3,0.29863,0.29,0.285,,,,,,0,10,3,,0,1,520,539,35697,,,20,0,0,3,11,1,,11,2,,,,,,,,0.17,6,5500,,,,,,,,,2334,17,90,3303,2250,38979,3,2006,94.29,1121.48,513.85,607.63,-8.63,0,1742.14,1736.15,0,1,0,0,0,21
36,2,0.06726,0.0605,0.0505,0.05001,0.0074,0.04261,7,11,3,30,1,28,1,0,760,779,36993,17,17,35,3,70,0,7,0,0,0,0,0,701,0.07,8299,29,1,0,0.17,3,3333.333333,1,19,19,0,0,6000,1827.43,,0,,4,110978,10000,41596,4,2013,304.45,913.35,764.78,148.57,-24.56,0,0,0,0,1,0,0,0,111
36,0,0.17722,0.17,0.16,,,,,,0,0,2,27,0,0,660,679,34243,13,5,41,3,0,0,12,1,17,1,0,0,2852,0.6,1848,38,0.86,0,0.19,3,3779.833333,,,,,,,,,0,,80,17440,2500,39294,3,2007,89.13,3020.46,2500,520.46,-30.61,0,0,0,0,1,0,0,0,28
36,2,0.12016,0.092,0.082,0.0796,0.0249,0.0547,6,7,1,17,1,6,1,0,700,719,37614,17,17,30,14,384,0,2,0,0,0,0,0,7676,0.2,18183,24,0.95,0,0.29,3,3916.666667,,,,,,,,,0,,1,132993,13000,41695,1,2014,414.61,0,0,0,0,0,0,0,0,1,0,0,0,1
36,2,0.14714,0.1189,0.1089,0.10446,0.0374,0.06706,6,9,1,36,1,95,1,0,760,779,29373,17,17,48,7,665,0,5,0,0,0,0,0,31137,0.53,24787,43,1,0,0.51,4,5316.666667,,,,,,,,,0,,3,120340,15000,41613,4,2013,497.43,989.9737,695.4,294.5737,-25.19,0,0,0,0,1,0,0,0,1
36,1,0.127,0.12,0.11,,,,,,3,10,2,24,1,0,700,719,34327,7,5,16,4,313,0,5,0,0,0,0,0,13036,0.97,387,15,0.66,0,0.1,4,5000,,,,,,,,,661,23,74,24365,5000,39454,1,2008,166.07,3014.98,2174.6,840.38,-67.26,-813.87,2825.4,769.21,504.81,1,0,0,0,161
36,2,0.17611,0.14,0.13,0.12334,0.0499,0.07344,5,6,1,0,1,69,1,0,640,659,29473,9,7,35,5,271,0,7,1,6733,16,1,0,6779,0.63,3721,34,0.58,0,0.12,5,7083.333333,,,,,,,,,0,,2,125961,11500,41653,1,2014,393.04,388.629,256.3,132.329,-9.77,0,0,0,0,1,0,0,0,1
36,10,0.23438,0.197,0.187,0.17274,0.0899,0.08284,4,5,6,16,5,0,1,0,640,659,31372,2,2,27,1,184,0,2,1,213,0,0,0,69149,0.92,5851,22,0.83,0,0.09,4,4666.666667,,,,,,,,,0,,2,125424,7000,41649,1,2014,259.08,6255.3019,6090.14,165.1619,-8.58,0,0,0,0,1,0,0,0,1
36,0,0.10445,0.101,0.091,0.0759,0.015,0.0759,7,9,3,13,2,41,1,0,820,839,37515,10,9,10,8,50,0,6,0,0,0,0,0,3650,0.11,28650,10,1,0,0.07,4,5000,,,,,,,,,0,,52,39691,9000,40144,4,2009,290.83,10372.98,8999.99,1372.99,-135.94,0,0,0,0,1,0,0,0,473
36,2,0.15833,0.1299,0.1199,0.1195,0.0399,0.0796,6,6,1,44,1,165,1,0,720,739,34983,16,16,38,10,277,3,6,0,0,6,0,0,6777,0.16,34023,32,0.84,2,0.34,5,6916.666667,1,10,10,0,0,10000,7969.15,13,0,,19,73565,12000,41152,3,2012,404.27,7276.86,5424.89,1851.97,-142.56,0,0,0,0,1,0,0,0,89
36,3,0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1,4,13,15,1,296,1,0,740,759,33208,3,3,9,1,25,0,0,0,0,0,0,0,297,0.24,903,6,0.5,0,0.31,1,1916.666667,,,,,,,,,661,5,23,63817,3000,41017,2,2012,130.28,0,0,0,0,0,3000,3000,0,1,0,0,0,9
60,2,0.16151,0.1385,0.1285,0.128,0.02,0.108,6,8,1,1,1,354,0,1,680,699,36764,14,14,26,12,864,0,1,0,0,0,0,0,33572,0.58,17033,26,1,0,0.33,5,6371,3,37,37,0,0,19100,3721.17,-31,0,,20,71020,15000,41113,3,2012,347.86,6609.34,3701.9,2907.44,-209.94,0,0,0,0,1,1,1,25.01,216
36,3,0.35797,0.3177,0.3077,0.2799,0.1625,0.1174,1,5,1,0,1,52,0,0,700,719,35004,20,16,36,17,1162,1,2,0,0,0,0,0,81672,0.79,5157,33,1,0,0.3,4,6083.333333,,,,,,,,,160,15,16,77393,4000,41214,4,2012,173.71,1737.1,766.45,970.65,-30.55,0,3233.55,3233.55,0,1,0,0,0,33
60,0,0.30111,0.2747,0.2647,0.2581,0.1075,0.1506,3,6,7,4,8,72,1,0,820,839,32174,12,11,16,10,749,0,2,0,0,0,0,0,10149,0.18,42983,15,0.86,1,,1,1916.666667,,,,,,,,,0,,20,71666,15000,41121,3,2012,462.25,18714.58,14999.99,3714.59,-135.24,0,0,0,0,1,0,0,0,12
36,2,0.26855,0.2304,0.2204,0.20169,0.1125,0.08919,3,3,1,19,1,153,1,0,680,699,26603,15,14,39,12,568,3,9,3,298,18,1,0,8531,0.44,9483,34,0.67,2,0.23,5,6250,,,,,,,,,0,,1,130539,8000,41680,1,2014,309.84,0,0,0,0,0,0,0,0,1,0,0,0,1
36,0,0.13705,0.13,0.125,,,,,,0,16,9,,0,0,,,,,,,0,0,,,,,,,,,,,,,,0.07652,6,4083.333333,,,,,,,,,0,,97,52,5000,38765,1,2006,131.2,6087.19,5000,1087.19,-41.23,0,0,0,0,1,0,0,0,9
36,3,0.34408,0.32,0.31,,,,,,1,9,2,10,1,0,640,659,31671,5,4,38,6,74,7,28,0,0,4,1,0,2319,0.36,4081,36,0.66,0,0.08,4,5166.666667,,,,,,,,,1901,8,67,35879,5000,39685,3,2008,217.77,653.31,256.8,396.51,-12.39,0,4743.2,4743.2,0,1,0,0,0,51
60,2,0.25718,0.2319,0.2219,0.2051,0.0899,0.1152,4,6,1,0,1,123,0,0,660,679,30789,19,17,27,16,1075,0,0,1,410,0,0,0,33513,0.9,2985,26,0.92,0,0.43,3,4155.166667,,,,,,,,,0,,7,98010,4000,41494,3,2013,113.2,679.2,222.24,456.96,-19.71,0,0,0,0,1,0,0,0,4
36,0,0.29776,0.29,0.285,,,,,,0,0,3,,1,1,480,499,36664,,,14,1,0,1,6,11,,28,0,,,,,,,,0.05,6,2666.666667,,,,,,,,,0,,88,4400,3050,39023,4,2006,127.81,4600.48,3050,1550.48,-26.73,0,0,0,0,1,0,0,0,32
36,0,0.15276,0.1385,0.1285,,,,,,1,31,2,237,1,0,720,739,31321,22,19,37,20,804,3,6,0,0,0,0,0,35688,0.63,19956,34,1,3,0.31,4,4583.333333,,,,,,,,,0,,72,28460,12000,39521,1,2008,409.26,13934.89,12000,1934.89,-139.7,0,0,0,0,1,0,0,0,303
60,3,0.14965,0.1269,0.1169,0.1122,0.0374,0.0748,6,8,1,1,1,64,0,0,700,719,34935,17,13,52,11,421,3,6,0,0,0,0,0,16732,0.67,6949,39,1,1,0.3,2,8583.333333,1,14,11,3,0,7000,4601.1,36,177,10,12,86455,15000,41347,1,2013,338.92,1694.6,750.03,944.57,-73.09,-27.11,14249.97,14249.97,0,1,0,0,0,188
36,0,0.35643,0.3199,0.3099,0.2957,0.147,0.1487,2,5,1,4,1,59,0,0,700,719,32325,10,9,25,10,366,1,7,0,0,0,0,0,10171,0.56,8056,24,0.95,0,0.49,3,2500,,,,,,,,,0,,35,48253,7500,40637,2,2011,326.62,8406.62,7499.86,906.76,-28.34,0,0,0,0,1,0,0,0,58
36,0,0.35285,0.3127,0.3027,0.285,0.165,0.12,1,4,1,29,1,27,1,0,660,679,33674,13,11,34,9,272,2,10,0,0,0,0,0,6959,0.65,2204,28,0.96,2,0.19,3,3333.333333,,,,,,,,,0,,27,58221,4000,40907,4,2011,172.6,5938.9,4000,1938.9,-61.99,0,0,0,0,1,0,0,0,93
36,2,0.30285,0.2639,0.2539,0.2318,0.1225,0.1093,2,2,1,0,1,3,0,0,700,719,34943,2,2,10,2,69,1,2,2,106,18,1,0,2577,0.06,35523,6,0.37,0,0.06,3,3700,,,,,,,,,0,,14,82326,4000,41292,1,2013,161.99,2105.87,1100.16,1005.71,-38.1,0,0,0,0,1,0,0,0,76
36,0,0.22135,0.199,0.189,0.1196,0.065,0.1196,4,10,7,3,2,33,0,0,640,659,35601,6,5,14,3,311,1,5,0,0,4,0,0,14426,0.68,6774,13,0.84,1,0.14,5,6833.333333,,,,,,,,,0,,46,42571,2000,40318,2,2010,74.23,2450.14,2000,450.14,-22.61,0,0,0,0,1,0,0,0,83
36,0,0.13335,0.1157,0.1057,,,,,,3,4,2,218,1,0,720,739,29670,7,6,16,4,403,3,8,0,0,0,1,0,10490,0.63,5910,16,0.93,1,0.38,3,3083.333333,,,,,,,,,0,,70,30807,1000,39577,2,2008,33.01,1015.53,1000,15.53,-1.34,0,0,0,0,1,0,0,0,4
36,0,0.20735,0.2,0.195,,,,,,0,41,3,,1,1,600,619,30918,,,20,4,580,1,4,3,,12,0,,,,,,,,0.14,6,7000,,,,,,,,,0,,88,4541,9900,39030,4,2006,367.92,13246.19,9900,3346.19,-83.65,0,0,0,0,1,0,0,0,116
36,3,0.15703,0.1499,0.1399,,,,,,0,31,2,65,1,0,680,699,37132,10,10,19,6,149,1,6,1,604,0,0,0,3625,0.62,1432,18,0.83,2,0.29,3,3166.666667,,,,,,,,,1925,20,79,17530,3000,39295,3,2007,103.98,1559.7,1087.81,471.89,-31.48,0,1912.19,1912.19,0,1,0,0,0,21
36,0,0.12402,0.11,0.1,,,,,,0,0,2,3,0,1,580,599,37967,8,8,9,7,102,2,3,0,0,0,0,0,3814,0.79,862,9,0.88,2,0.16,3,2583.333333,,,,,,,,,0,,79,17966,4500,39308,3,2007,147.32,5294.34,4499.99,794.35,-72.23,0,0,0,0,1,1,1,4500,1
36,3,0.11947,0.1125,0.105,,,,,,0,6,2,37,0,1,760,779,36678,10,10,15,10,159,0,1,0,0,0,0,0,7011,0.17,33389,15,1,0,0.42,1,848,,,,,,,,,1972,23,84,8547,8000,39156,1,2007,262.86,4707.65,3658.91,1048.74,-47.66,0,4341.12,4341.09,0,1,0,1,50,98
36,0,0.11296,0.092,0.082,0.0608,0.021,0.0608,6,9,5,0,2,3,1,0,720,739,33451,12,12,39,11,558,1,1,0,0,1,0,0,28024,0.7,11976,27,0.96,0,0.14,4,5000,,,,,,,,,0,,49,40926,6000,40232,1,2010,191.36,6764.18,6000.01,764.17,-83.08,0,0,0,0,1,0,0,0,165
36,1,0.15562,0.1485,0.1485,,,,,,0,0,8,0,1,0,780,799,31625,6,6,11,5,388,2,6,0,0,0,0,0,21553,0.33,43347,11,1,0,0.88,1,833.333333,,,,,,,,,167,8,76,21507,10000,39395,4,2007,345.92,1037.76,671.91,365.85,0,0,9328.08,9328.09,0,1,0,0,0,141
12,0,0.05927,0.0499,0.0399,0.04,0.0155,0.0245,7,10,2,10,1,64,1,0,820,839,38681,8,7,14,6,80,0,1,0,0,0,0,0,2848,0.05,44802,13,1,0,0.03,2,12500,,,,,,,,,0,,37,47368,3500,40598,1,2011,299.61,3528.46,3500,28.46,-5.7,0,0,0,0,1,0,0,0,58
60,0,0.32989,0.3027,0.2927,0.2853,0.112,0.1733,3,6,3,19,1,131,0,0,700,719,38917,6,6,6,5,190,3,4,0,0,0,0,0,4822,0.21,16193,6,1,2,,5,8166.666667,,,,,,,,,0,,27,58018,9500,40905,4,2011,308.93,10219.82,9500,719.82,-23.77,0,0,0,0,1,0,0,0,54
36,3,0.24998,0.2395,0.2145,,,,,,0,1,3,,1,1,500,519,36549,,,22,0,0,4,25,14,,3,0,,,,,,,,0.39,6,3200,,,,,,,,,2368,13,87,5509,1800,39066,4,2006,70.57,542.28,297.78,244.5,-5.56,0,1502.21,1502.22,0,1,0,0,0,52
36,1,0.14661,0.1324,0.1224,,,,,,4,4,2,262,1,0,720,739,34449,16,13,29,9,953,0,0,0,0,0,0,0,39805,0.72,14895,27,1,0,0.56,3,3041.666667,,,,,,,,,768,32,71,29169,5500,39539,2,2008,185.95,5020.65,3914.36,1106.29,-83.56,0,1585.64,1585.64,0,1,0,0,0,132
